0;0;0
0;0;0
0;0;0
-14.326;15.13;7
-14.326;15.13;2.501
-14.326;15.13;-0.365
-14.326;15.13;-0.683
-14.324;15.122;-0.753
-14.318;15.1;-0.82
-14.309;15.063;-0.88
-14.296;15.014;-0.931
-14.281;14.956;-0.969
-14.264;14.891;-0.992
-14.247;14.823;-1
-14.167;14.482;-1
-14.103;14.138;-1
-14.053;13.792;-1
-14.018;13.443;-1
-13.998;13.094;-1
-13.998;13.083;-1
-14.025;12.881;-1
-14.047;12.677;-1
-14.067;12.474;-1
-14.085;12.27;-1
-14.1;12.066;-1
-14.113;11.862;-1
-14.124;11.658;-1
-14.134;11.453;-1
-14.143;11.249;-1
-14.151;11.045;-1
-14.157;10.84;-1
-14.163;10.636;-1
-14.168;10.431;-1
-14.172;10.227;-1
-14.176;10.022;-1
-14.179;9.818;-1
-14.182;9.613;-1
-14.185;9.409;-1
-14.187;9.204;-1
-14.189;9;-1
-14.19;8.795;-1
-14.192;8.591;-1
-14.193;8.386;-1
-14.194;8.182;-1
-14.195;7.977;-1
-14.196;7.773;-1
-14.197;7.363;-1
-14.198;6.954;-1
-14.199;6.545;-1
-14.2;5.932;-1
-14.2;5.114;-1
-14.201;4.091;-1
-14.201;2.25;-1
-14.201;-3.068;-1
-14.2;-10.022;-1
-14.15;-10.22;-1
-14.051;-10.399;-1
-13.923;-10.558;-1
-13.775;-10.7;-1
-13.612;-10.824;-1
-13.44;-10.934;-1
-13.26;-11.031;-1
-13.073;-11.115;-1
-12.883;-11.19;-1
-12.689;-11.255;-1
-12.493;-11.312;-1
-12.294;-11.362;-1
-12.094;-11.405;-1
-11.893;-11.443;-1
-11.692;-11.476;-1
-11.489;-11.505;-1
-11.286;-11.531;-1
-11.083;-11.553;-1
-10.879;-11.572;-1
-10.675;-11.589;-1
-10.471;-11.603;-1
-10.267;-11.616;-1
-10.063;-11.627;-1
-9.859;-11.637;-1
-9.654;-11.645;-1
-9.45;-11.652;-1
-9.245;-11.659;-1
-9.041;-11.664;-1
-8.836;-11.669;-1
-8.632;-11.673;-1
-8.427;-11.677;-1
-8.223;-11.68;-1
-8.018;-11.683;-1
-7.814;-11.685;-1
