0;0;0
0;0;0
0;0;0
-0.311;-3.734;-0.355
-0.311;-3.734;-0.673
-0.31;-3.726;-0.743
-0.304;-3.704;-0.81
-0.294;-3.667;-0.87
-0.282;-3.618;-0.921
-0.267;-3.56;-0.959
-0.25;-3.495;-0.982
-0.233;-3.426;-0.99
-0.153;-3.086;-0.99
-0.089;-2.742;-0.99
-0.039;-2.395;-0.99
-0.004;-2.047;-0.99
0.016;-1.698;-0.99
0.016;-1.548;-0.99
-0.117;-0.899;-0.99
-0.194;-0.241;-0.99
-0.24;0.42;-0.99
-0.266;1.082;-0.99
-0.281;1.744;-0.99
-0.29;2.406;-0.99
-0.295;3.069;-0.99
-0.298;3.731;-0.99
-0.3;5.056;-0.99
-0.302;9.03;-0.99
-0.302;34.533;-0.99
-0.266;34.695;-0.99
-0.13;34.997;-0.99
0.083;35.251;-0.99
0.597;35.668;-0.99
1.207;35.927;-0.99
1.851;36.083;-0.99
2.507;36.175;-0.99
3.167;36.228;-0.99
3.829;36.259;-0.99
4.491;36.277;-0.99
5.153;36.288;-0.99
5.816;36.294;-0.99
6.478;36.297;-0.99
7.803;36.3;-0.99
11.115;36.302;-0.99
13.102;36.302;-0.99
63.446;36.302;-0.99
71.892;36.302;-0.99
72.053;36.265;-0.99
72.352;36.121;-0.99
72.84;35.674;-0.99
73.149;35.088;-0.99
73.336;34.452;-0.99
73.447;33.799;-0.99
73.512;33.14;-0.99
73.55;32.479;-0.99
73.572;31.817;-0.99
73.585;31.155;-0.99
73.592;30.492;-0.99
73.596;29.83;-0.99
73.598;29.167;-0.99
73.601;27.842;-0.99
73.602;22.543;-0.99
73.602;1.511;-0.99
73.578;1.347;-0.99
73.46;1.038;-0.99
73.255;0.778;-0.99
72.749;0.35;-0.99
72.142;0.084;-0.99
71.5;-0.076;-0.99
70.844;-0.171;-0.99
70.184;-0.226;-0.99
69.522;-0.258;-0.99
68.86;-0.277;-0.99
68.198;-0.287;-0.99
67.535;-0.293;-0.99
66.873;-0.297;-0.99
65.548;-0.3;-0.99
62.236;-0.302;-0.99
17.854;-0.302;-0.99
2.784;-0.302;-0.99
2.623;-0.265;-0.99
2.321;-0.127;-0.99
