76.347;2.125;4
76.347;2.125;3.01
76.347;2.125;-3.365
76.347;2.125;-3.682
76.341;2.12;-3.753
76.323;2.105;-3.82
76.294;2.081;-3.88
76.255;2.049;-3.931
76.209;2.01;-3.969
76.157;1.967;-3.992
76.103;1.922;-4
75.839;1.693;-4
75.585;1.452;-4
75.341;1.201;-4
75.109;0.939;-4
74.888;0.668;-4
74.792;0.535;-4
74.762;0.501;-4
74.624;0.344;-4
74.423;0.166;-4
74.356;0.114;-4
74.289;0.073;-4
74.121;-0.026;-4
73.953;-0.1;-4
73.87;-0.135;-4
73.859;-0.138;-4
73.367;-0.235;-4
72.78;-0.239;-4
0.52;-0.239;-4
-0.067;-0.235;-4
-0.243;-0.2;-4
-0.305;-0.196;-4
-0.366;-0.205;-4
-0.435;-0.221;-3.992
-0.5;-0.237;-3.969
-0.559;-0.251;-3.931
-0.608;-0.262;-3.88
-0.645;-0.271;-3.82
-0.668;-0.276;-3.753
-0.675;-0.278;-3.682
-0.675;-0.278;3.01
-3.047;33.875;3.01
-3.047;33.875;-3.365
-3.047;33.875;-3.682
-3.041;33.88;-3.753
-3.023;33.895;-3.82
-2.994;33.919;-3.88
-2.955;33.951;-3.931
-2.909;33.99;-3.969
-2.857;34.033;-3.992
-2.803;34.078;-4
-2.539;34.307;-4
-2.285;34.548;-4
-2.041;34.799;-4
-1.809;35.061;-4
-1.588;35.332;-4
-1.492;35.465;-4
-1.462;35.499;-4
-1.324;35.656;-4
-1.123;35.834;-4
-1.056;35.886;-4
-0.989;35.927;-4
-0.821;36.026;-4
-0.653;36.1;-4
-0.57;36.135;-4
-0.559;36.138;-4
-0.067;36.235;-4
0.52;36.239;-4
72.78;36.239;-4
73.367;36.235;-4
73.543;36.2;-4
73.568;36.198;-3.997
73.593;36.196;-3.989
73.623;36.2;-3.97
73.646;36.202;-3.943
73.661;36.204;-3.911
73.666;36.205;-3.875
73.666;36.205;3.01
-2.906;32.216;3.01
-2.906;32.216;-2.365
-2.906;32.216;-2.682
-2.9;32.221;-2.753
-2.884;32.238;-2.82
-2.857;32.264;-2.88
-2.821;32.3;-2.931
-2.778;32.342;-2.969
-2.73;32.389;-2.992
-2.68;32.439;-3
-2.436;32.689;-3
-2.203;32.951;-3
-1.982;33.222;-3
-1.772;33.502;-3
-1.575;33.791;-3
-1.555;33.825;-3
-1.492;33.914;-3
-1.278;34.16;-3
-1.156;34.272;-3
-1.09;34.327;-3
-0.989;34.403;-3
-0.821;34.505;-3
-0.653;34.584;-3
-0.486;34.65;-3
-0.446;34.662;-3
-0.318;34.689;-3
-0.15;34.718;-3
0.017;34.733;-3
0.752;34.799;-3
1.486;34.879;-3
2.222;34.921;-3
2.96;34.944;-3
3.697;34.956;-3
4.435;34.962;-3
5.173;34.965;-3
6.649;34.968;-3
12.551;34.969;-3
50.18;34.969;-3
71.761;34.969;-3
71.944;34.951;-3
72.239;34.845;-3
72.359;34.787;-3
72.488;34.751;-3
72.621;34.739;-3
72.78;34.739;-3
73.115;34.735;-3
73.283;34.733;-3
73.345;34.741;-3
73.404;34.76;-3
73.468;34.789;-2.992
73.53;34.816;-2.969
73.585;34.84;-2.931
73.631;34.86;-2.88
73.666;34.875;-2.82
73.687;34.885;-2.753
73.694;34.888;-2.682
73.694;34.888;3.01
76.206;3.784;3.01
76.206;3.784;-2.365
76.206;3.784;-2.682
76.2;3.779;-2.753
76.184;3.762;-2.82
76.157;3.736;-2.88
76.121;3.7;-2.931
76.078;3.658;-2.969
76.03;3.611;-2.992
75.98;3.561;-3
75.736;3.311;-3
75.503;3.049;-3
75.282;2.778;-3
75.072;2.498;-3
74.875;2.209;-3
74.855;2.175;-3
74.792;2.086;-3
74.578;1.84;-3
74.456;1.728;-3
74.39;1.673;-3
